	filename	year	sentnum	sentence
804	FRA01402_Fleuriot.xml	1874	1678	Je sors de la chambre de mon oncle.
805	FRA01402_Fleuriot.xml	1874	132	Benoît, permettez -moi de vous féliciter sur ce revirement subit; j'ai été charmé d'entendre votre parente me dire que le testament qu'elle avait fait était annulé.
806	FRA01402_Fleuriot.xml	1874	224	Puisque voilà mon signalement tracé, retombons sur le dos de mon cheval de bois et passons à :
807	FRA01402_Fleuriot.xml	1874	319	Maman trouve que j'aime trop à parler argot; mais voici des personnages qui m'en dégoûtent; si jamais je reparle de dormir en argot... Allons, bonsoir tout le monde.
808	FRA01402_Fleuriot.xml	1874	715	Il fourrait son museau dans toutes les écuelles placées par terre.
809	FRA01402_Fleuriot.xml	1874	396	Une belle auberge, maman, une grande maison basse et blanche, sans autre enseigne qu'une grosse touffe verte.
510	FRA02203_Gouraud.xml	1876	668	C'est grâce aux attentions de l'aimable femme que la maison se remplissait de joujoux.
511	FRA02203_Gouraud.xml	1876	2100	L'argenterie avait été passée au blanc, et le vieil Hippolyte serait désormais chargé de ce soin.
512	FRA02203_Gouraud.xml	1876	348	Il n'en faut plus parler.
513	FRA02203_Gouraud.xml	1876	1379	Les montagnes qu'encadraient si gracieusement le   lui faisaient trouver par comparaison sa résidence habituelle plus triste qu'elle ne l'était en réalité.
514	FRA02203_Gouraud.xml	1876	869	J'aime beaucoup Annibal.
515	FRA02203_Gouraud.xml	1876	1911	de Sarlières qui s'écrie en le voyant : « Vous savez donc la catastrophe ?
516	FRA02203_Gouraud.xml	1876	1951	Sa chambre, étant une des plus commodes, serait celle des garçons, et, comme Anne n'aimait pas les discussions lorsqu'il s'agissait de se dévouer, elle s'établit aussitôt dans une mansarde à laquelle Janique sut donner une certaine élégance, élégance qui eût consolé la jeune fille de quitter sa chambre, si elle en eût eu du regret; et pourtant, elle aimait cette chambre !
517	FRA02203_Gouraud.xml	1876	79	Anne se rapprocha davantage de sa mère, heureuse de ce retour.
518	FRA02203_Gouraud.xml	1876	639	Mais tu as du courage !
519	FRA02203_Gouraud.xml	1876	608	Un collégien s'exalte toujours à l'idée de gravir des montagnes.
870	FRA06401_Chandeneux.xml	1876	5834	Judith était, d'ailleurs, trop belle, trop audacieuse et trop isolée pour ne pas éveiller des sentiments et des espérances confuses dans une imagination de vingt-cinq ans.
871	FRA06401_Chandeneux.xml	1876	8562	les camélias rouges de madame Jouanny !
872	FRA06401_Chandeneux.xml	1876	8470	Depuis une heure, il lui sembla qu'elle s'en était donné de bien autrement graves.
873	FRA06401_Chandeneux.xml	1876	6200	soupira-t-elle d'une voix douce comme un son de harpe lointain, -- son père ne lui connaissait pas celte voix brisée, - -vous venez de me convaincre de mes torts, je vous prie de me les pardonner.
874	FRA06401_Chandeneux.xml	1876	9243	La terre ne produit pas votre idéal et ne le produira jamais.
875	FRA06401_Chandeneux.xml	1876	10131	prononça-t-il avec rage.
876	FRA06401_Chandeneux.xml	1876	3808	le lieutenant Duval, sa demande ne pourrait être prise par nous en considération.
877	FRA06401_Chandeneux.xml	1876	9532	en vue, j'entends ne pas me remarier.
878	FRA06401_Chandeneux.xml	1876	5502	C'est pourquoi elle en acceptait volontiers l'aventureuse collaboration.
879	FRA06401_Chandeneux.xml	1876	8927	Le vent a soufflé sur votre intérieur pour le briser et en disperser les débris; soit, résignez -vous, sachez vivre seul.
830	FRA01401_Fleuriot.xml	1877	1504	Naturellement, tout en dévorant force tartines, Édouard et Gustave racontaient à leur grand-mère leurs récents exploits en mer.
831	FRA01401_Fleuriot.xml	1877	665	Les grosses moustaches de l'officier se soulevèrent sous un bon rire lorsqu'il aperçut la tête ébouriffée de Léopold enfoncée dans l'oreiller.
832	FRA01401_Fleuriot.xml	1877	363	Même au temps où l'on parlait avec enthousiasme de son talent sur le piano, j'admirais, moi qui ne suis pas artiste, la bonne tenue de sa maison et sa façon de recevoir.
833	FRA01401_Fleuriot.xml	1877	311	s'écria-t-elle, tu veux donc qu'il t'emmène !
834	FRA01401_Fleuriot.xml	1877	1557	On le leva plusieurs fois.
835	FRA01401_Fleuriot.xml	1877	536	Quand l'esprit d'un enfant s'habille tout seul, il risque fort de se bien mal vêtir, et il a grand besoin de l'autorité, sinon de la main de sa mère.
836	FRA01401_Fleuriot.xml	1877	1172	Ils paraissaient d'humeur gaie, moins Léopold qui traînait la jambe avec affectation.
837	FRA01401_Fleuriot.xml	1877	2018	Le petit manège d'Amélie eut cependant pour résultat d'attirer l'attention du colonel sur son pupille.
838	FRA01401_Fleuriot.xml	1877	55	Sur le seuil de la porte ouverte apparaissait un homme d'une haute stature, aux formidables moustaches noires mêlées de gris.
839	FRA01401_Fleuriot.xml	1877	2228	Léopold semble grandi par l'uniforme, et quand il pose le képi rouge sur ses cheveux bouclés, c'est le plus charmant petit fantassin que l'on puisse imaginer.
340	FRA02302_Greville.xml	1878	574	lui demanda Claire avec intérêt.
341	FRA02302_Greville.xml	1878	1220	et madame Brécart, avec la famille Frogé; rien de plus naturel, puisqu'il était invité.
342	FRA02302_Greville.xml	1878	1206	Certes, elle haïssait l'enfant, cette œuvre de la chair, cette preuve irrécusable de l'amour des deux époux.
343	FRA02302_Greville.xml	1878	1609	surtout quand on se sent fort et sûr de ne pas succomber.
344	FRA02302_Greville.xml	1878	630	ne put s'empêcher de dire Camille quand son amie eut fait place nette pour s'asseoir.
345	FRA02302_Greville.xml	1878	1878	Un peu d'argile se remue toujours au fond de nous -mêmes : Camille était si belle, elle se donnait si bien à lui, corps et âme, dans sa contemplation muette, qu'il ne put s'empêcher de penser : – C'est dommage !
346	FRA02302_Greville.xml	1878	2070	Frogé abasourdi par tant d'éloquence et effrayé par tant de sévérité.
347	FRA02302_Greville.xml	1878	2303	s'écria Claire en se levant, c'est impossible !
348	FRA02302_Greville.xml	1878	1069	Il lui était arrivé à elle de sortir seule le soir quand la nécessité l'y forçait; une nuit, entre autres, quelques années auparavant, sa bonne étant malade, son mari fort souffrant, elle était allée porter à son adresse un travail extrêmement pressé qu'il n'avait pu terminer avant minuit.
349	FRA02302_Greville.xml	1878	310	insista le galant célibataire.
310	FRA02303_Greville.xml	1878	2374	Ce gouffre lumineux devant moi me fera peur si je ne m'y suis pas accoutumée.
311	FRA02303_Greville.xml	1878	121	Allons, mesdemoiselles, recommençons, et un peu moins d'expression, Ranine, s'il vous plaît.
312	FRA02303_Greville.xml	1878	1881	Les yeux bleus du jeune homme étaient aussi sincères, aussi honnêtes que ses paroles.
313	FRA02303_Greville.xml	1878	553	Avouer qu'elle avait chanté à en perdre le sentiment de l'heure, montrer à ces gens bêtes ou méchants son visage pâli par l'extase récente ?
314	FRA02303_Greville.xml	1878	292	Aussi mademoiselle Grabinof se promit-elle de dépenser toute son activité pour arriver à découvrir ce qu'il pouvait y avoir.
315	FRA02303_Greville.xml	1878	2588	Sa dépendance n'était un secret pour personne.
316	FRA02303_Greville.xml	1878	473	L'une d'elles se heurta dans l'escalier, et la croix de baptême en or qu'elle portait sur sa poitrine, au bout d'une chaîne assez longue, suivant l'usage, heurta la rampe.
317	FRA02303_Greville.xml	1878	2619	Elle se raccrocha à l'espérance qu'on lui présentait, comme à une planche de salut.
318	FRA02303_Greville.xml	1878	1480	Il faudra que je joue la comédie de société, pour voir; mais ce sont des amis qui écoutent, et l'on vous applaudit par politesse, tandis que toi... Donneras -tu bientôt un second concert ?
319	FRA02303_Greville.xml	1878	1893	Comment me justifier ?
820	FRA02602_Malot.xml	1878	1334	Je me retournai vivement.
821	FRA02602_Malot.xml	1878	4667	En entendant ce mot, j'eus le cœur serré.
822	FRA02602_Malot.xml	1878	2817	Ces paiements réguliers étaient d'autant plus indispensables, que son créancier n'attendait qu'une occasion, c'est-à-dire qu'un retard, pour reprendre terrain, maison, matériel, en gardant, bien entendu, les dix annuités qu'il avait déjà reçues.
823	FRA02602_Malot.xml	1878	5740	À Culoz, il n'a plus que six semaines d'avance sur nous; cependant, en étudiant la carte, je doute que nous puissions le rejoindre avant la Suisse, car j'ignore que le Rhône n'est pas navigable jusqu'au lac de Genève, et nous nous imaginons que c'est sur     que Mme Milligan veut visiter la Suisse, dont nous n'avons pas la carte.
824	FRA02602_Malot.xml	1878	571	Elle ressortit et se mit à courir deçà et delà, dans la cour, les bras étendus.
825	FRA02602_Malot.xml	1878	1954	Pendant que, sur la scène, accompagné par Vitalis, je dansais un pas espagnol, Capi, la sébile à la gueule, parcourait tous les rangs de l'assemblée.
826	FRA02602_Malot.xml	1878	1587	C'était à la fois pour moi une cause de joie et de trouble.
827	FRA02602_Malot.xml	1878	2425	Après quelques pas il s'arrêta encore.
828	FRA02602_Malot.xml	1878	5360	Il se montra enchanté de nous voir.
829	FRA02602_Malot.xml	1878	1352	Nous ne sentions pas la fatigue.
980	FRA03903_Stolz.xml	1878	1429	La porte du salon s'ouvrit; c'était Laurent qui apportait, toujours sur le même plat d'argent, une des jolies enveloppes, fines, blanches, satinées, contenant la lettre de Marie Dubreuil.
981	FRA03903_Stolz.xml	1878	1359	Celle -ci n'en fut ni moins causante, ni moins présomptueuse; elle parla de tout, raconta mille détails insignifiants touchant différents membres de la société; fit trois ou quatre indiscrétions, et entreprit de mettre au jour ses projets pour la fin de l'hiver, indiquant d'un trait ceux qu'elle rêvait pour la saison printanière, esquissant même ceux de l'été et de l'automne.
982	FRA03903_Stolz.xml	1878	1956	C'est encore le bon Dieu qui conduit tout ça, vois -tu ?
983	FRA03903_Stolz.xml	1878	12	Un commis présenta plusieurs paquets d'enveloppes, longues, carrées, de toute forme et de toute grandeur.
984	FRA03903_Stolz.xml	1878	2927	Comment cela se fait-il ?
985	FRA03903_Stolz.xml	1878	2228	En d'autres termes, tu es la plus raisonnable femme de la terre.
986	FRA03903_Stolz.xml	1878	513	L'une ne portait aucune suscription; c'était celle qui contenait le billet; l'autre portait le nom et l'adresse de la marquise.
987	FRA03903_Stolz.xml	1878	2807	Laisse-nous notre été, j'y tiens beaucoup.
988	FRA03903_Stolz.xml	1878	1979	C'est pourtant du travail de ses mains calleuses qu'elle a été nourrie !
989	FRA03903_Stolz.xml	1878	175	Tout était calculé pour sauver du moins les apparences.
150	FRA04001_Verne.xml	1878	3287	Weldon que de ses compagnons, noirs ou blancs.
151	FRA04001_Verne.xml	1878	1448	Dans ces conditions, comment éviterait-elle le choc qui la menaçait ?
152	FRA04001_Verne.xml	1878	2049	Weldon, à quelques mots qui lui échappèrent, comprit cet étonnement.
153	FRA04001_Verne.xml	1878	6929	Surpris par des crues, abandonné de ses guides, il dut revenir à Cazembé, redescendit au sud, le 6 juin, et, six semaines après, gagna le grand lac Bangouéolo.
154	FRA04001_Verne.xml	1878	3706	Les arbres qui fournissent la précieuse écorce fébrifuge sont ici chez eux.
155	FRA04001_Verne.xml	1878	3260	Weldon, vous voudrez bien le laisser courir en paix, ou vous me mettrez dans la nécessité de vous faire enlever votre boîte !
156	FRA04001_Verne.xml	1878	7324	Les indigènes avaient resserré le cercle autour de lui; les poings le menaçaient, et on allait lui faire un mauvais parti, quand un incident imprévu changea le cours de ces dispositions hostiles.
157	FRA04001_Verne.xml	1878	6404	Mais Hercule lui -même ne fût pas parvenu à les rompre.
158	FRA04001_Verne.xml	1878	6521	Un mannequin d'osier fut fabriqué, qui représentait suffisamment, peut-être avantageusement, Moini Loungga, et on y enferma les débris que la combustion avait épargnés.
159	FRA04001_Verne.xml	1878	7521	» répondit Hercule, qui vint se placer sur le devant de la pirogue.
920	FRA06901_Vignon.xml	1879	2675	Aujourd'hui, il savait !
921	FRA06901_Vignon.xml	1879	400	Il relut la lettre mystérieuse et singulière.
922	FRA06901_Vignon.xml	1879	4905	et à cette heure matinale ?
923	FRA06901_Vignon.xml	1879	5808	La maison n'était pas encore abandonnée; une vieille balayait.
924	FRA06901_Vignon.xml	1879	429	– A quelle heure rentre-t-il ?
925	FRA06901_Vignon.xml	1879	729	Si vous voulez bien me l'accorder, et si elle daigne m'accepter, je m'efforcerai de la rendre heureuse et de mériter la grâce qu'elle me fera.
926	FRA06901_Vignon.xml	1879	5486	L'inconnu insista; les jeunes gens répliquèrent; on prit parti, qui, pour « le premier offrant », qui, pour la liberté de la femme de choisir entre les invitations.
927	FRA06901_Vignon.xml	1879	5136	pensa Edmée, elle est contente de moi !
928	FRA06901_Vignon.xml	1879	4952	Si j'eusse osé me présenter, en arrivant, après ma fuite, elle m'eût jetée à la porte.
929	FRA06901_Vignon.xml	1879	5927	Le jour, elle pensait, assise dans cette chambrette où, jadis, elle avait connu les joies du paradis; où, aujourd'hui, elle comptait les heures qui la séparaient encore de la tombe... – sans effroi, sans regrets, et sans impatience : avec un désespoir qui s'élevait à la sérénité.
780	FRA00601_Boisgobey.xml	1881	2196	Ça me va comme un gant.
781	FRA00601_Boisgobey.xml	1881	3758	oui... Paris est si dangereux... surtout le soir... Je me figure des choses épouvantables... elle a pu être écrasée par une voiture... ou assassinée... J'ai eu plus d'une fois l'idée d'aller à la Morgue... Mais je n'ai pas osé... j'avais peur de l'y trouver.
782	FRA00601_Boisgobey.xml	1881	1040	Cela ne fait pas de doute.
783	FRA00601_Boisgobey.xml	1881	3032	On ne sait ni qui vit ni qui meurt.
784	FRA00601_Boisgobey.xml	1881	5465	demanda Freneuse, que ces bavardages n'intéressaient guère.
785	FRA00601_Boisgobey.xml	1881	3216	Mais je ne l'ai pas découragé.
786	FRA00601_Boisgobey.xml	1881	2686	Mais un de ses amis l'avait renseigné sur le tard.
787	FRA00601_Boisgobey.xml	1881	5476	Pas un mot à tes locataires.
788	FRA00601_Boisgobey.xml	1881	3223	explique -toi clairement.
789	FRA00601_Boisgobey.xml	1881	1999	Je suis parti en voyage mardi soir, et je ne suis revenu que ce matin.
220	FRA01403_Fleuriot.xml	1881	1055	Tout un mois à la campagne en cette saison, en tête-à-tête avec une femme triste, ne te fera-t-il pas peur ?
221	FRA01403_Fleuriot.xml	1881	3523	Voici donc mon oncle, en adversaire, bien entendu, qui soumet à Alberte les deux lettres et qui lui demande de quelle manière il doit y répondre.
222	FRA01403_Fleuriot.xml	1881	1939	dit-il, s'il n'y avait que ces obstacles à surmonter, je m'en moquerais bien.
223	FRA01403_Fleuriot.xml	1881	4085	Et puis nous avions beau te dire que nous t'aimions de tout notre cœur, le fait brutal du refus de la démission était là, qui parlait plus haut que nos protestations écrites.
224	FRA01403_Fleuriot.xml	1881	515	Faut-il passer vous prendre ?
225	FRA01403_Fleuriot.xml	1881	1046	Je ne voulais pas t'écrire ces choses, et je pensais cependant que tu as l'âge de les entendre et que tu restes par trop désarmée devant ta parenté, qui nous est hostile, grâce à ta sœur Madeleine.
226	FRA01403_Fleuriot.xml	1881	889	Il fait beau, je vais aller chercher mon vieux Morin.
227	FRA01403_Fleuriot.xml	1881	3318	de la Rochefaucon passa à madame de Valroux, qui éclata de rire, deux lettres qu'elle parcourut rapidement.
228	FRA01403_Fleuriot.xml	1881	2677	avait répété ironiquement la marquise de Valroux, je voudrais bien les connaître.
229	FRA01403_Fleuriot.xml	1881	1419	Et ici, il n'y a pas à avaler de ces hontes qui stigmatisent certaines mésalliances, il n'y a pas de différence dans l'éducation, dans l'existence.
690	FRA06701_Uchard.xml	1882	2285	Qu'est -ce que vous faites donc par ici ?
691	FRA06701_Uchard.xml	1882	928	Sa tête avait toujours cette mine superbe de dandy portant haut.
692	FRA06701_Uchard.xml	1882	3958	Le départ, déjà fixé à trois jours de là, sous cette protection habile autant que dévouée, il était presque impossible à cette heure qu'un malheur pût l'atteindre.
693	FRA06701_Uchard.xml	1882	2784	répliqua-t-elle en riant.
694	FRA06701_Uchard.xml	1882	2783	oui, je ferais là une belle affaire !
695	FRA06701_Uchard.xml	1882	2711	maman ne l'a pas payée ce prix -là, répondit-elle vivement.
696	FRA06701_Uchard.xml	1882	713	Je viens te dire que M.
697	FRA06701_Uchard.xml	1882	874	Sous une sorte de portique, des groupes de pensionnaires causaient.
698	FRA06701_Uchard.xml	1882	519	A son retour, Ida la maudit.
699	FRA06701_Uchard.xml	1882	3604	... Tu n'as donc pas senti que, là-bas, tout seul, je souffrais comme toi, te pleurant.
880	FRA00102_Adam.xml	1883	1551	Je te dois les sublimes vertiges de l'amour infini.
881	FRA00102_Adam.xml	1883	978	Depuis que je t'ai rencontrée, j'ai senti en moi tous les nobles stimulants.
882	FRA00102_Adam.xml	1883	1642	Je ne puis ajouter à mon amour que de l'amour, et encore de l'amour !
883	FRA00102_Adam.xml	1883	836	Cet amour est entré en moi comme un nouveau principe de vie, je le sens se répandre dans mes veines et devenir la source même de ma puissance.
884	FRA00102_Adam.xml	1883	1090	Cette alternative brise et enivre.
885	FRA00102_Adam.xml	1883	802	Le souvenir est pour toi une chose réelle.
886	FRA00102_Adam.xml	1883	174	Il ressemble, avec ses cordages, au pont d'un immense navire à voiles.
887	FRA00102_Adam.xml	1883	1559	Je t'évoque, tu viens, et je suis avec toi, penchée sur les balustres, ma main dans la tienne, mon front à la hauteur de tes lèvres.
888	FRA00102_Adam.xml	1883	1025	Viens régner sur le cœur où tu as régné.
889	FRA00102_Adam.xml	1883	410	» Je me suis contentée de répondre : « Vous auriez dû penser à cela plus tôt.
450	FRA02501_Loti.xml	1883	330	dans quel état vont -ils revenir ?
451	FRA02501_Loti.xml	1883	450	Aussi je vous regardais quand vous êtes entré.
452	FRA02501_Loti.xml	1883	2367	C'est vous, Kermadec ?
453	FRA02501_Loti.xml	1883	3171	-- Un temps splendide.
454	FRA02501_Loti.xml	1883	1685	Pourquoi était-elle venue traîner dans les rues de la ville sa grande collerette blanche, souvent trempée de pluie, que, par désespérance, par dégoût de tout, elle laissait maintenant pendre toute fripée et sans apprêt sur ses épaules ?
455	FRA02501_Loti.xml	1883	1413	Mais Anne aussi a vu tout cela du coin de son œil, et se met à rire.
456	FRA02501_Loti.xml	1883	439	Et il regardait toujours à ses pieds les maisons grises, celles surtout qui étaient le plus près de la base du clocher, attendant quelque intuition du lieu où il était né.
457	FRA02501_Loti.xml	1883	308	Cela, et notre âge, qui était à peu près le même, c'était entre nous deux points communs.
458	FRA02501_Loti.xml	1883	139	Le goudron, le vent, le hâle, l'eau-de-vie, leur ont composé des minois chiffonnés de singes... Et on s'en va, bras dessus bras dessous, du côté de Recouvrance, dans quelque vieille rue sombre aux hautes maisons de granit; tout à l'heure, on montera dans une chambre humide qui sent l'égout et le moisi de pauvre, où sur les meubles il y a des coquillages dans de la poussière et des bouteilles pêle-mêle avec des chinoiseries.
459	FRA02501_Loti.xml	1883	2141	On boit du cidre, en se serrant la main à la ronde.
670	FRA02702_Maupassant.xml	1883	2510	ou errante comme un invisible oiseau échappé de sa cage ?
671	FRA02702_Maupassant.xml	1883	1285	Il avait eu autrefois, disait -on, une vilaine affaire de mœurs; mais la considération générale de toutes les familles titrées avait depuis longtemps effacé cette tache.
672	FRA02702_Maupassant.xml	1883	222	le lever de ses espérances !
673	FRA02702_Maupassant.xml	1883	432	Jeanne et le vicomte se trouvaient côte à côte, un peu troublés tous les deux.
674	FRA02702_Maupassant.xml	1883	3292	Paul regardait la campagne d'un air indifférent.
675	FRA02702_Maupassant.xml	1883	2610	Voici son fauteuil, son ombrelle restée dans le vestibule, son verre que la bonne n'a point serré !
676	FRA02702_Maupassant.xml	1883	3552	Maintenant, bonsoir, madame.
677	FRA02702_Maupassant.xml	1883	4083	Enfin elle aperçut Rosalie qui portait en ses bras une sorte de paquet de linge.
678	FRA02702_Maupassant.xml	1883	2078	» Puis, comme on ne lui parlait pas, il annonça : « C'est moi que je suis Désiré Lecoq.
679	FRA02702_Maupassant.xml	1883	1850	Elles ne se marient jamais sans être enceintes, jamais, madame.
80	FRA02802_Mirbeau.xml	1883	1917	L'une après l'autre il venait de conduire sa femme et sa maîtresse à leurs places, souriantes et belles toutes deux, la duchesse avec une parure neuve de saphirs, la baronne fraîchement diadémée de perles et de rubis.
81	FRA02802_Mirbeau.xml	1883	1848	» plus effarouchants qu'effarouchés, mais qui n'effarouchaient personne.
82	FRA02802_Mirbeau.xml	1883	450	Cela lui disait : le tripot de la caisse, le pelotage des écus, les roueries de l'escompte et le corps à corps de l'agio.
83	FRA02802_Mirbeau.xml	1883	2212	Vous penserez au classement pour demain ?
84	FRA02802_Mirbeau.xml	1883	994	... Je le dirai à papa, vous savez ?
85	FRA02802_Mirbeau.xml	1883	1546	Alors, lui prenant la main, il murmura mi-triste, mi-galant :
86	FRA02802_Mirbeau.xml	1883	3096	Je sais que vous m'aimez et que s'il ne dépendait que de vous seule...
87	FRA02802_Mirbeau.xml	1883	1767	la duchesse attendrait !
88	FRA02802_Mirbeau.xml	1883	4232	Et ceux -là qui se frottaient le plus les mains tout à l'heure accouraient des premiers saluer le soleil, et applaudir l'apothéose.
89	FRA02802_Mirbeau.xml	1883	2421	La charité, bonne mère, lui donna en même temps de quoi boire à sa soif et manger à sa faim.
430	FRA06301_Montepin.xml	1884	8681	Menez -moi passer quelques jours à la campagne.
431	FRA06301_Montepin.xml	1884	9967	Son service fini, elle revenait en toute hâte s'installer au chevet de la jeune malade, jusqu'à l'heure où la distribution du soir la rappelait rue Dauphine.
432	FRA06301_Montepin.xml	1884	898	Cette femme déteste le patron... elle voulait se venger en lui faisant du mal... »
433	FRA06301_Montepin.xml	1884	3194	J'ai cru que tu allais devenir fou !
434	FRA06301_Montepin.xml	1884	266	Il voulait être riche      ...
435	FRA06301_Montepin.xml	1884	6805	Vous pourrez vous coucher comme d'habitude.
436	FRA06301_Montepin.xml	1884	6860	À neuf heures dix minutes celui -ci apparut.
437	FRA06301_Montepin.xml	1884	297	La commission sera faite.
438	FRA06301_Montepin.xml	1884	11693	Raoul revint dans la première pièce.
439	FRA06301_Montepin.xml	1884	10449	s'écria Étienne Castel.
50	FRA02701_Maupassant.xml	1885	5491	Des questions lui venaient aux lèvres qu'il n'osait point faire.
51	FRA02701_Maupassant.xml	1885	4362	J'ai envie de voir quelle tête elle me fera jeudi.
52	FRA02701_Maupassant.xml	1885	360	J'ai un emploi dans les chemins de fer; mais Forestier m'a laissé espérer que je pourrais, grâce à lui, pénétrer dans le journalisme.
53	FRA02701_Maupassant.xml	1885	4680	Je vous aime... et vous le répéter tous les jours... oui, laissez -moi aller chez vous m'agenouiller cinq minutes à vos pieds pour prononcer ces trois mots, en regardant votre visage adoré.
54	FRA02701_Maupassant.xml	1885	1002	Pour ça, il est très fort, et il gagne des millions au moyen de sociétés qui n'ont pas quatre sous de capital... »
55	FRA02701_Maupassant.xml	1885	1852	Ce n'est pas ma faute... J'ai connu cette femme -là autrefois... dans les premiers temps... »
56	FRA02701_Maupassant.xml	1885	4140	C'est ça qui m'amuserait de savoir si Forestier était cocu.
57	FRA02701_Maupassant.xml	1885	5906	Nous y trouverons papa.
58	FRA02701_Maupassant.xml	1885	6156	Elle avait l'air, de loin, d'une vieille, de près, d'une jeune, et, quand on la regardait bien, d'un joli piège pour les yeux.
59	FRA02701_Maupassant.xml	1885	1702	Il ne m'était pourtant pas possible de sortir avec toi, et quand nous aurions été attablés devant deux consommations, de te raconter tranquillement que je ne pouvais pas les payer... »
720	FRA03001_Ohnet.xml	1885	4688	Il se dit : si je ne parle pas, je deviens grotesque; si je parle, je risque de dire quelque sottise qui me rendra odieux.
721	FRA03001_Ohnet.xml	1885	667	Ils ne trouvèrent, pour la remplacer, qu'un père absorbé par des utopies scientifiques, et une vieille demoiselle, leur tante, masculinisée par le célibat et en arrière de cinquante ans sur les idées courantes.
722	FRA03001_Ohnet.xml	1885	274	M'attacher, comme un corbeau crevé, exposé dans un champ au bout d'une perche !
723	FRA03001_Ohnet.xml	1885	4447	cria-t-il, s'avançant les mains tendues.
724	FRA03001_Ohnet.xml	1885	713	C'était une admirable aisance... Il fallait vous en tenir là, et pondre sur vos œufs pour doter vos enfants... Mais vous préférez doter la science.
725	FRA03001_Ohnet.xml	1885	3524	Mais j'aurais donné tout le reste de la famille pour lui !
726	FRA03001_Ohnet.xml	1885	3325	... Partez... sans un instant de retard !
727	FRA03001_Ohnet.xml	1885	519	Il reprit de la confiance et se railla lui -même; n'avait-il pas cru son avenir compromis, son bonheur perdu ?
728	FRA03001_Ohnet.xml	1885	848	Un marmot de vingt ans qui se permet de critiquer son père !
729	FRA03001_Ohnet.xml	1885	5655	... Il a échappé : donc il doit triompher.
700	FRA00602_Boisgobey.xml	1886	2390	Mlle Violette a été chassée par Mme de Malvoisine, à cause de moi.
701	FRA00602_Boisgobey.xml	1886	1471	Tu sais bien que, si tous les spéculateurs ne sont pas Israélites, tous les Israélites sont plus ou moins spéculateurs.
702	FRA00602_Boisgobey.xml	1886	6487	Sur quelles bases auraient -elles pu intenter un procès à Mlle Morgan ?
703	FRA00602_Boisgobey.xml	1886	942	En écoutant avec attention, il finit par constater que les sons venaient du fond du couloir, des sons sourds et traînants qui ressemblaient à des plaintes.
704	FRA00602_Boisgobey.xml	1886	2104	Je ne cherche pas un protecteur, dans le sens que le monde des théâtres attache à ce mot.
705	FRA00602_Boisgobey.xml	1886	4137	Si elle refusait de tenter une ascension très difficile pour une femme, il pourrait du moins s'expliquer avec elle, lui faire raconter son histoire, et quand il la saurait, s'en aller tout simplement, accompagné du colonel Mornac, avertir le commissaire de police du quartier, et le requérir de venir mettre fin à une séquestration arbitraire.
706	FRA00602_Boisgobey.xml	1886	4664	Cochard l'avait engagée, M.
707	FRA00602_Boisgobey.xml	1886	825	Mais il s'était blasé assez vite sur ces succès de province et, un beau jour, il s'était mis en tête d'aller chercher une situation à Paris.
708	FRA00602_Boisgobey.xml	1886	866	Rien n'y manquait, pas même les objets d'art et Robert s'y plaisait fort.
709	FRA00602_Boisgobey.xml	1886	5867	Mon ami de la préfecture m'a promis de faire faire des recherches et il découvrira certainement le nid où Galimas abrite ses amours à prix fixe.
960	FRA07201_Montagne.xml	1886	3299	Devons -nous, de jour en jour, de mois en mois, d'année en année, implorer vainement aide et secours de celui qui ne veut pas nous entendre ?
961	FRA07201_Montagne.xml	1886	2041	demandait le naïf dont on avait enlevé le bijou.
962	FRA07201_Montagne.xml	1886	835	n'est -ce pas Preston, fit tout bas Mac Allan à maître John en lui désignant l'orateur.
963	FRA07201_Montagne.xml	1886	2671	Au nom de mon père et en mon nom, je vous remercie.
964	FRA07201_Montagne.xml	1886	2604	allait s'écrier Mary.
965	FRA07201_Montagne.xml	1886	2143	répondirent ceux -ci.
966	FRA07201_Montagne.xml	1886	2996	C'est à peine si un léger tremblement des lèvres trahissait l'émotion qui la débordait.
967	FRA07201_Montagne.xml	1886	723	Notre gracieux maître et roi, disent -ils négligemment, terminera tout avec fermeté, c'est-à-dire qu'il nous secouera du sol comme une scorie, une vermine; c'est-à-dire qu'il veut étouffer la grande voix du peuple; c'est-à-dire qu'ils vont opposer quelques brins d'herbe morte aux flots du torrent...
968	FRA07201_Montagne.xml	1886	3160	Il remit cette pièce à l'un de ses ministres, lord Sidmouth, en présence de celui qui l'avait apportée.
969	FRA07201_Montagne.xml	1886	1364	Si vous pensez qu'il puisse être assez aimé comme cela, ne donnez donc pas suite à certains projets dont vous avez fait part à mon père, et venez vite que nous nous assurions si, avec ce qui nous reste maintenant de nous -mêmes, nous n'aurions pas toujours la force de nous aimer comme par le passé.
620	FRA01601_GautierJ.xml	1887	5524	Plongé dans une tristesse inexplicable, il errait seul dans les jardins, ne s'occupant de rien, abandonnant pour ainsi dire le pouvoir.
621	FRA01601_GautierJ.xml	1887	60	Le prince de Nagato laissa échapper un cri de douleur.
622	FRA01601_GautierJ.xml	1887	5270	Ses recherches dans la ville avec le prince de Nagato n'avaient eu aucun résultat.
623	FRA01601_GautierJ.xml	1887	397	Des marchands de légumes, de poissons, circulent, vantant à hauts cris leurs marchandises qu'ils portent dans deux baquets, suspendus à une traverse de bois, posée sur leur épaule.
